Altium Designer Pick and Place Locations
C:\Users\vvosahlo\cernbox\Documents\altium\fastic-readout-hw-v2.0\Project Outputs for fastic-readout\Pick Place for fastic-readout_PANEL(fastic-readout).csv

========================================================================================================================
File Design Information:

Date:       28/11/24
Time:       10:37
Revision:   Not in VersionControl
Variant:    fastic-readout
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R36_FASTIC1","200k","TopLayer","RESC1005X40N","110.2939","130.4237","0","Resistor - 1%"
"R36_FASTIC2","200k","TopLayer","RESC1005X40N","58.2752","16.0500","180","Resistor - 1%"
"R36_FASTIC2","200k","TopLayer","RESC1005X40N","58.2752","86.0500","180","Resistor - 1%"
"R36_FASTIC2","200k","TopLayer","RESC1005X40N","128.2752","16.0500","180","Resistor - 1%"
"R36_FASTIC2","200k","TopLayer","RESC1005X40N","128.2752","86.0500","180","Resistor - 1%"
"R39_FASTIC1","4k7","TopLayer","RESC1005X40N","44.0339","62.4137","270","Resistor - 1%"
"R39_FASTIC1","4k7","TopLayer","RESC1005X40N","44.0339","132.4137","270","Resistor - 1%"
"R39_FASTIC1","4k7","TopLayer","RESC1005X40N","114.0339","62.4137","270","Resistor - 1%"
"R39_FASTIC1","4k7","TopLayer","RESC1005X40N","114.0339","132.4137","270","Resistor - 1%"
"R39_FASTIC2","4k7","TopLayer","RESC1005X40N","54.5252","14.0600","90","Resistor - 1%"
"R39_FASTIC2","4k7","TopLayer","RESC1005X40N","54.5252","84.0600","90","Resistor - 1%"
"R39_FASTIC2","4k7","TopLayer","RESC1005X40N","124.5252","14.0600","90","Resistor - 1%"
"R39_FASTIC2","4k7","TopLayer","RESC1005X40N","124.5252","84.0600","90","Resistor - 1%"
"R40_FASTIC1","4k7","TopLayer","RESC1005X40N","44.0339","64.3337","90","Resistor - 1%"
"R40_FASTIC1","4k7","TopLayer","RESC1005X40N","44.0339","134.3337","90","Resistor - 1%"
"R40_FASTIC1","4k7","TopLayer","RESC1005X40N","114.0339","64.3337","90","Resistor - 1%"
"R40_FASTIC1","4k7","TopLayer","RESC1005X40N","114.0339","134.3337","90","Resistor - 1%"
"R40_FASTIC2","4k7","TopLayer","RESC1005X40N","54.5252","12.1400","270","Resistor - 1%"
"R40_FASTIC2","4k7","TopLayer","RESC1005X40N","54.5252","82.1400","270","Resistor - 1%"
"R40_FASTIC2","4k7","TopLayer","RESC1005X40N","124.5252","12.1400","270","Resistor - 1%"
"R40_FASTIC2","4k7","TopLayer","RESC1005X40N","124.5252","82.1400","270","Resistor - 1%"
"R41_FASTIC1","10k","TopLayer","RESC1005X35N","47.4382","64.3337","90","Resistor - 0.1%"
"R41_FASTIC1","10k","TopLayer","RESC1005X35N","47.4382","134.3337","90","Resistor - 0.1%"
"R41_FASTIC1","10k","TopLayer","RESC1005X35N","117.4383","64.3337","90","Resistor - 0.1%"
"R41_FASTIC1","10k","TopLayer","RESC1005X35N","117.4383","134.3337","90","Resistor - 0.1%"
"R41_FASTIC2","10k","TopLayer","RESC1005X35N","51.3100","12.1776","270","Resistor - 0.1%"
"R41_FASTIC2","10k","TopLayer","RESC1005X35N","51.3100","82.1776","270","Resistor - 0.1%"
"R41_FASTIC2","10k","TopLayer","RESC1005X35N","121.3100","12.1776","270","Resistor - 0.1%"
"R41_FASTIC2","10k","TopLayer","RESC1005X35N","121.3100","82.1776","270","Resistor - 0.1%"
"R42_FASTIC1","4k7","TopLayer","RESC1005X40N","36.3567","27.7864","180","Resistor - 1%"
"R42_FASTIC1","4k7","TopLayer","RESC1005X40N","36.3567","97.7864","180","Resistor - 1%"
"R42_FASTIC1","4k7","TopLayer","RESC1005X40N","106.3567","27.7864","180","Resistor - 1%"
"R42_FASTIC1","4k7","TopLayer","RESC1005X40N","106.3567","97.7864","180","Resistor - 1%"
"R42_FASTIC2","4k7","TopLayer","RESC1005X40N","36.3567","28.7064","180","Resistor - 1%"
"R42_FASTIC2","4k7","TopLayer","RESC1005X40N","36.3567","98.7064","180","Resistor - 1%"
"R42_FASTIC2","4k7","TopLayer","RESC1005X40N","106.3567","28.7064","180","Resistor - 1%"
"R42_FASTIC2","4k7","TopLayer","RESC1005X40N","106.3567","98.7064","180","Resistor - 1%"
"R43_FASTIC1","4k7","TopLayer","RESC1005X40N","48.3582","64.3337","270","Resistor - 1%"
"R43_FASTIC1","4k7","TopLayer","RESC1005X40N","48.3582","134.3337","270","Resistor - 1%"
"R43_FASTIC1","4k7","TopLayer","RESC1005X40N","118.3583","64.3337","270","Resistor - 1%"
"R43_FASTIC1","4k7","TopLayer","RESC1005X40N","118.3583","134.3337","270","Resistor - 1%"
"R43_FASTIC2","4k7","TopLayer","RESC1005X40N","49.4700","12.1776","90","Resistor - 1%"
"R43_FASTIC2","4k7","TopLayer","RESC1005X40N","49.4700","82.1776","90","Resistor - 1%"
"R43_FASTIC2","4k7","TopLayer","RESC1005X40N","119.4700","12.1776","90","Resistor - 1%"
"R43_FASTIC2","4k7","TopLayer","RESC1005X40N","119.4700","82.1776","90","Resistor - 1%"
"R44_FASTIC1","20k","TopLayer","RESC1005X40N","46.5183","64.3337","270","Resistor - 0.1%"
"R44_FASTIC1","20k","TopLayer","RESC1005X40N","46.5183","134.3337","270","Resistor - 0.1%"
"R44_FASTIC1","20k","TopLayer","RESC1005X40N","116.5183","64.3337","270","Resistor - 0.1%"
"R44_FASTIC1","20k","TopLayer","RESC1005X40N","116.5183","134.3337","270","Resistor - 0.1%"
"R44_FASTIC2","20k","TopLayer","RESC1005X40N","52.2300","12.1776","90","Resistor - 0.1%"
"R44_FASTIC2","20k","TopLayer","RESC1005X40N","52.2300","82.1776","90","Resistor - 0.1%"
"R44_FASTIC2","20k","TopLayer","RESC1005X40N","122.2300","12.1776","90","Resistor - 0.1%"
"R44_FASTIC2","20k","TopLayer","RESC1005X40N","122.2300","82.1776","90","Resistor - 0.1%"
"T1_FASTIC1","IRLML6402PBF","TopLayer","SOT95P237X112-3N","58.4000","66.7296","270","P-CHANNEL MOSFET WITH ZENER DIODE"
"T1_FASTIC1","IRLML6402PBF","TopLayer","SOT95P237X112-3N","58.4000","136.7296","270","P-CHANNEL MOSFET WITH ZENER DIODE"
"T1_FASTIC1","IRLML6402PBF","TopLayer","SOT95P237X112-3N","128.4000","66.7296","270","P-CHANNEL MOSFET WITH ZENER DIODE"
"T1_FASTIC1","IRLML6402PBF","TopLayer","SOT95P237X112-3N","128.4000","136.7296","270","P-CHANNEL MOSFET WITH ZENER DIODE"
"T1_FASTIC2","IRLML6402PBF","TopLayer","SOT95P237X112-3N","53.6000","17.8458","0","P-CHANNEL MOSFET WITH ZENER DIODE"
"T1_FASTIC2","IRLML6402PBF","TopLayer","SOT95P237X112-3N","53.6000","87.8458","0","P-CHANNEL MOSFET WITH ZENER DIODE"
"T1_FASTIC2","IRLML6402PBF","TopLayer","SOT95P237X112-3N","123.6000","17.8458","0","P-CHANNEL MOSFET WITH ZENER DIODE"
"T1_FASTIC2","IRLML6402PBF","TopLayer","SOT95P237X112-3N","123.6000","87.8458","0","P-CHANNEL MOSFET WITH ZENER DIODE"
"U1","STM32H753XIH6","TopLayer","TFBGA240+25_STM","27.2477","22.1479","180","No Description Available"
"U1","STM32H753XIH6","TopLayer","TFBGA240+25_STM","27.2477","92.1479","180","No Description Available"
"U1","STM32H753XIH6","TopLayer","TFBGA240+25_STM","97.2477","22.1479","180","No Description Available"
"U1","STM32H753XIH6","TopLayer","TFBGA240+25_STM","97.2477","92.1479","180","No Description Available"
